month,datasets_created,Agency
2020-11-01,12,NSF
2021-01-01,9,NSF
2021-02-01,33,NSF
2021-09-01,2,NSF
2022-03-01,9,NSF
2023-03-01,3,NSF
2024-11-01,1,NSF
2025-01-01,1,NSF
