created_date,datasets_created,Agency
2020-11-10,171,DOJ
2020-12-03,1,DOJ
2020-12-10,14,DOJ
2021-08-18,1101,DOJ
2021-11-24,7,DOJ
2022-02-18,4,DOJ
2022-05-14,1,DOJ
2022-05-26,1,DOJ
2022-08-29,11,DOJ
2023-02-13,100,DOJ
2023-05-10,2,DOJ
2023-08-13,4,DOJ
2023-11-28,2,DOJ
2024-03-27,2,DOJ
2024-05-23,1,DOJ
2025-03-12,3,DOJ
