month,datasets_created,Agency
2020-11-01,171,DOJ
2020-12-01,15,DOJ
2021-08-01,1101,DOJ
2021-11-01,7,DOJ
2022-02-01,4,DOJ
2022-05-01,2,DOJ
2022-08-01,11,DOJ
2023-02-01,100,DOJ
2023-05-01,2,DOJ
2023-08-01,4,DOJ
2023-11-01,2,DOJ
2024-03-01,2,DOJ
2024-05-01,1,DOJ
2025-03-01,3,DOJ
